company_id	ticker	canonical_input	taxonomy_namespace	taxonomy_concept	disposition	accounting_perimeter	observed_records	active_annual_sources	source_forms	reason_code	professional_review_status
sec-cik:0000804328	QCOM	stockholders_equity	us-gaap	StockholdersEquity	canonical	consolidated_periodic_filing	83	0	10-K,10-K/A,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0000804328	QCOM	total_assets	us-gaap	Assets	canonical	consolidated_periodic_filing	150	2	10-K,10-K/A,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0000804328	QCOM	total_liabilities	us-gaap	Liabilities	canonical	consolidated_periodic_filing	139	2	10-K,10-K/A,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0000858877	CSCO	capital_expenditure	us-gaap	PaymentsToAcquirePropertyPlantAndEquipment	canonical	consolidated_periodic_filing	153	2	10-K,10-Q,8-K	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0000858877	CSCO	net_income	us-gaap	NetIncomeLoss	canonical	consolidated_periodic_filing	277	2	10-K,10-Q,8-K	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0000858877	CSCO	operating_cash_flow	us-gaap	NetCashProvidedByUsedInOperatingActivities	canonical	consolidated_periodic_filing	121	2	10-K,10-Q,8-K	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0000858877	CSCO	operating_income	us-gaap	OperatingIncomeLoss	canonical	consolidated_periodic_filing	253	2	10-K,10-Q,8-K	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0000858877	CSCO	revenue	us-gaap	RevenueFromContractWithCustomerExcludingAssessedTax	canonical	consolidated_periodic_filing	117	2	10-K,10-Q	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0000858877	CSCO	revenue	us-gaap	Revenues	rejected	unreviewed	76	0	10-K,10-Q	unreviewed_issuer_specific_concept	not_submitted_for_review
sec-cik:0000858877	CSCO	revenue	us-gaap	SalesRevenueNet	rejected	unreviewed	150	0	10-K,10-Q,8-K	unreviewed_issuer_specific_concept	not_submitted_for_review
sec-cik:0000858877	CSCO	stockholders_equity	us-gaap	StockholdersEquity	canonical	consolidated_periodic_filing	212	2	10-K,10-Q,8-K	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0000858877	CSCO	total_assets	us-gaap	Assets	canonical	consolidated_periodic_filing	140	2	10-K,10-Q,8-K	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
sec-cik:0000858877	CSCO	total_liabilities	us-gaap	Liabilities	canonical	consolidated_periodic_filing	136	2	10-K,10-Q,8-K	canonical_us_gaap_concept	not_required_for_exact_canonical_mapping
